,Epoch,Iteration,Accuracy,Top3,Prediction,Target
0,5,87.0,0.375,0.75,[8 2 1 9 2 8 0 7],"tensor([8, 1, 1, 2, 7, 1, 4, 7])"
0,5,88.0,0.125,0.375,[0 8 2 6 1 0 0 1],"tensor([9, 0, 0, 5, 1, 9, 8, 8])"
0,5,89.0,0.625,0.875,[4 1 2 5 5 2 4 7],"tensor([6, 8, 2, 5, 5, 2, 9, 7])"
0,5,90.0,0.25,0.5,[4 6 2 1 1 5 6 7],"tensor([9, 0, 5, 8, 1, 1, 0, 7])"
0,5,91.0,0.375,0.5,[4 3 7 1 6 1 9 4],"tensor([4, 8, 8, 1, 5, 5, 9, 9])"
0,5,92.0,0.125,0.5,[5 5 1 2 9 3 0 2],"tensor([7, 3, 0, 7, 8, 3, 4, 5])"
0,5,93.0,0.25,0.625,[2 0 9 4 4 2 2 2],"tensor([5, 4, 9, 4, 9, 7, 8, 7])"
0,5,94.0,0.375,0.625,[8 8 9 3 4 1 3 3],"tensor([5, 5, 8, 3, 4, 8, 5, 3])"
0,5,95.0,0.375,0.625,[1 1 0 2 6 7 0 0],"tensor([0, 1, 2, 7, 2, 7, 4, 0])"
0,5,96.0,0.25,0.75,[9 9 2 7 9 6 8 7],"tensor([8, 1, 5, 7, 9, 2, 5, 6])"
0,5,97.0,0.375,0.75,[5 6 7 6 2 9 3 2],"tensor([8, 1, 7, 6, 5, 9, 8, 5])"
0,5,98.0,0.5,0.875,[7 2 9 1 0 8 0 7],"tensor([7, 0, 3, 1, 9, 3, 0, 7])"
0,5,99.0,0.5,0.875,[1 7 1 9 9 2 3 0],"tensor([1, 7, 8, 8, 9, 7, 3, 2])"
0,5,100.0,0.5,0.875,[7 0 0 8 1 2 3 1],"tensor([7, 0, 0, 5, 8, 7, 3, 8])"
0,5,101.0,0.25,0.875,[5 1 3 0 2 6 2 0],"tensor([5, 8, 5, 4, 5, 8, 8, 0])"
0,5,102.0,0.125,0.25,[9 0 6 6 5 5 1 2],"tensor([8, 9, 0, 0, 3, 2, 1, 7])"
0,5,103.0,0.25,0.25,[6 6 6 5 6 2 2 8],"tensor([0, 2, 0, 4, 6, 2, 9, 5])"
0,5,104.0,0.5,0.75,[1 2 4 3 3 6 2 2],"tensor([1, 5, 8, 2, 3, 6, 7, 2])"
0,5,105.0,0.375,0.625,[9 8 1 9 3 4 1 2],"tensor([3, 1, 8, 9, 3, 1, 1, 4])"
0,5,106.0,0.5,0.625,[5 6 3 1 4 1 9 0],"tensor([3, 0, 3, 8, 4, 1, 7, 0])"
0,5,107.0,0.375,0.625,[5 8 3 5 1 9 0 8],"tensor([2, 8, 2, 3, 0, 8, 0, 8])"
0,5,108.0,0.625,0.75,[9 0 6 7 0 7 5 6],"tensor([1, 0, 8, 7, 4, 7, 5, 6])"
0,5,109.0,0.375,0.75,[4 5 9 2 4 7 8 4],"tensor([9, 5, 9, 0, 8, 7, 3, 9])"
0,5,110.0,0.125,0.625,[9 2 1 7 0 2 0 9],"tensor([1, 7, 8, 8, 9, 8, 5, 9])"
0,5,111.0,0.25,0.75,[2 0 6 2 7 8 1 5],"tensor([0, 0, 0, 7, 7, 0, 8, 3])"
0,5,112.0,0.5,0.875,[2 3 1 1 3 1 7 4],"tensor([5, 5, 1, 8, 3, 1, 7, 2])"
0,5,113.0,0.125,0.125,[4 7 8 8 9 7 6 6],"tensor([8, 8, 2, 5, 5, 7, 5, 0])"
0,5,114.0,0.5,0.625,[8 8 3 6 7 7 6 9],"tensor([1, 8, 5, 0, 7, 7, 8, 9])"
0,5,115.0,0.25,0.5,[8 7 6 6 7 8 3 1],"tensor([6, 8, 6, 6, 1, 1, 8, 8])"
0,5,116.0,0.25,0.5,[6 3 3 9 7 3 7 3],"tensor([4, 5, 7, 6, 7, 2, 7, 5])"
0,5,117.0,0.375,0.875,[1 2 4 8 9 9 1 1],"tensor([8, 4, 8, 5, 9, 1, 1, 1])"
0,5,118.0,0.125,0.375,[7 3 9 7 6 5 8 4],"tensor([1, 6, 6, 7, 0, 2, 6, 1])"
0,5,119.0,0.625,0.875,[3 1 2 8 7 6 8 3],"tensor([3, 1, 4, 7, 7, 6, 6, 3])"
0,5,120.0,0.25,0.75,[3 1 3 2 7 4 1 9],"tensor([5, 1, 6, 9, 3, 8, 8, 9])"
0,5,121.0,0.375,0.625,[2 3 5 8 2 3 7 6],"tensor([2, 8, 2, 5, 2, 2, 7, 0])"
0,5,122.0,0.25,0.625,[6 6 5 9 1 7 2 5],"tensor([6, 0, 7, 9, 8, 8, 0, 4])"
0,5,123.0,0.5,0.625,[7 7 2 0 7 9 4 4],"tensor([7, 7, 3, 6, 7, 9, 9, 8])"
0,5,124.0,0.5,0.625,[2 9 7 4 8 1 3 2],"tensor([2, 9, 7, 9, 2, 1, 5, 7])"
0,5,125.0,0.75,0.875,[1 1 1 7 7 2 0 0],"tensor([1, 1, 5, 7, 7, 0, 0, 0])"
0,5,126.0,0.5,0.75,[3 8 7 6 2 3 7 7],"tensor([3, 1, 7, 1, 0, 7, 7, 7])"
0,5,127.0,0.375,0.5,[4 9 6 7 2 9 8 7],"tensor([9, 9, 6, 9, 1, 8, 6, 7])"
0,5,128.0,0.5,0.625,[5 4 7 6 8 5 5 4],"tensor([6, 4, 7, 0, 0, 5, 5, 9])"
0,5,129.0,0.0,0.875,[2 4 1 1 2 4 4 1],"tensor([1, 8, 0, 8, 8, 2, 9, 6])"
0,5,130.0,0.625,0.75,[1 1 2 4 6 1 7 9],"tensor([1, 1, 2, 9, 0, 8, 7, 9])"
0,5,131.0,0.5,0.5,[4 7 2 9 9 6 0 6],"tensor([4, 7, 2, 1, 9, 1, 4, 2])"
0,5,132.0,0.375,0.625,[4 5 0 8 5 0 4 1],"tensor([4, 6, 0, 1, 6, 7, 9, 1])"
0,5,133.0,0.375,0.75,[7 0 0 3 8 4 3 4],"tensor([7, 2, 2, 8, 1, 4, 5, 4])"
0,5,134.0,0.125,0.5,[0 0 2 7 1 6 5 7],"tensor([4, 9, 5, 9, 8, 2, 9, 7])"
0,5,135.0,0.375,0.375,[4 5 7 5 4 7 2 9],"tensor([1, 4, 7, 9, 2, 7, 1, 9])"
0,5,136.0,0.375,0.5,[0 2 2 6 1 3 8 2],"tensor([2, 2, 5, 8, 1, 3, 2, 7])"
0,5,137.0,0.25,0.5,[8 7 0 1 6 6 2 5],"tensor([2, 7, 5, 1, 0, 0, 7, 0])"
0,5,138.0,0.5,0.75,[6 1 3 3 8 2 2 6],"tensor([0, 1, 5, 2, 8, 2, 5, 6])"
0,5,139.0,0.25,0.625,[6 2 2 1 2 0 3 1],"tensor([4, 8, 5, 1, 5, 0, 5, 6])"
0,5,140.0,0.125,0.625,[9 7 5 8 8 0 1 0],"tensor([9, 0, 7, 3, 2, 2, 8, 9])"
0,5,141.0,0.25,0.375,[5 4 6 8 2 0 9 3],"tensor([5, 8, 8, 1, 2, 9, 8, 5])"
0,5,142.0,0.25,0.75,[6 0 1 0 7 3 8 6],"tensor([6, 4, 8, 1, 7, 1, 6, 8])"
0,5,143.0,0.25,0.75,[7 0 9 7 3 4 8 2],"tensor([7, 4, 6, 7, 2, 9, 9, 3])"
0,5,144.0,0.625,0.625,[5 7 6 0 9 4 9 4],"tensor([5, 8, 0, 0, 8, 4, 9, 4])"
0,5,145.0,0.25,0.5,[2 6 6 6 8 1 0 2],"tensor([2, 4, 9, 5, 6, 6, 2, 2])"
0,5,146.0,0.375,0.75,[7 2 8 9 2 6 6 2],"tensor([7, 5, 9, 9, 2, 0, 5, 1])"
0,5,147.0,0.5,0.75,[9 8 1 1 7 3 2 9],"tensor([1, 2, 1, 1, 7, 2, 2, 7])"
0,5,148.0,0.25,0.5,[4 8 2 1 9 1 8 5],"tensor([8, 3, 1, 8, 9, 1, 6, 1])"
0,5,149.0,0.25,0.5,[6 9 0 5 4 0 6 2],"tensor([8, 9, 2, 6, 6, 0, 0, 1])"
0,5,150.0,0.375,0.625,[6 6 9 1 7 1 5 6],"tensor([4, 0, 9, 8, 7, 0, 5, 5])"
0,5,151.0,0.375,0.375,[7 8 8 4 3 9 8 6],"tensor([7, 1, 5, 9, 5, 9, 2, 6])"
0,5,152.0,0.25,0.625,[8 1 2 6 1 8 7 8],"tensor([3, 1, 1, 9, 8, 9, 7, 0])"
0,5,153.0,0.625,0.75,[1 5 5 5 3 0 6 0],"tensor([1, 5, 5, 5, 3, 4, 8, 5])"
0,5,154.0,0.375,0.75,[5 8 5 6 4 8 9 0],"tensor([2, 6, 7, 8, 4, 1, 9, 0])"
0,5,155.0,0.125,0.375,[8 3 3 8 1 8 8 3],"tensor([3, 9, 3, 7, 8, 5, 1, 5])"
0,5,156.0,0.375,0.75,[2 9 9 3 1 8 6 0],"tensor([2, 3, 3, 3, 1, 3, 0, 5])"
0,5,157.0,0.125,0.125,[0 9 4 5 7 9 6 4],"tensor([2, 9, 0, 8, 1, 1, 5, 9])"
0,5,158.0,0.0,0.125,[7 8 2 5 3 1 2 0],"tensor([8, 5, 3, 6, 5, 0, 5, 4])"
0,5,159.0,0.5,0.875,[7 2 8 9 1 4 3 4],"tensor([7, 2, 0, 9, 0, 9, 8, 4])"
0,5,160.0,0.375,0.5,[9 3 0 0 1 2 1 2],"tensor([8, 4, 0, 4, 1, 1, 1, 5])"
0,5,161.0,0.125,0.125,[8 6 4 2 3 5 7 4],"tensor([1, 5, 2, 2, 5, 8, 0, 9])"
0,5,162.0,0.25,0.5,[8 7 7 0 6 9 4 0],"tensor([2, 7, 1, 4, 8, 9, 9, 4])"
0,5,163.0,0.625,0.75,[0 1 2 6 2 3 2 5],"tensor([9, 1, 2, 6, 2, 8, 2, 7])"
0,5,164.0,0.25,0.625,[8 4 6 0 1 1 4 2],"tensor([8, 9, 2, 4, 8, 1, 9, 5])"
0,5,165.0,0.25,0.625,[8 6 0 8 0 8 8 9],"tensor([5, 6, 3, 6, 0, 5, 3, 8])"
0,5,166.0,0.375,0.5,[3 7 3 7 0 7 2 2],"tensor([5, 7, 5, 7, 2, 7, 1, 8])"
0,5,167.0,0.5,0.875,[7 3 8 6 4 0 2 1],"tensor([7, 1, 7, 6, 4, 0, 7, 8])"
0,5,168.0,0.375,0.75,[6 1 7 7 0 1 6 9],"tensor([8, 8, 7, 0, 2, 1, 0, 9])"
0,5,169.0,0.375,0.75,[7 8 1 9 9 0 0 0],"tensor([8, 6, 1, 9, 9, 4, 4, 6])"
0,5,170.0,0.5,0.5,[7 9 5 7 5 8 5 6],"tensor([7, 9, 8, 8, 5, 8, 3, 2])"
0,5,171.0,0.125,0.375,[0 9 7 9 6 8 7 6],"tensor([5, 5, 8, 1, 8, 1, 7, 2])"
0,5,172.0,0.375,1.0,[1 1 2 2 3 9 4 3],"tensor([8, 1, 2, 1, 5, 9, 9, 2])"
0,5,173.0,0.625,0.875,[0 7 3 0 3 2 9 6],"tensor([7, 7, 3, 0, 4, 2, 9, 1])"
0,5,174.0,0.375,0.5,[6 6 9 6 0 9 0 2],"tensor([2, 8, 9, 6, 9, 7, 0, 8])"
0,5,175.0,0.25,0.75,[3 9 7 6 5 8 9 5],"tensor([5, 8, 8, 6, 7, 1, 9, 2])"
0,5,176.0,0.375,0.625,[9 2 4 5 0 0 5 0],"tensor([8, 0, 3, 1, 4, 0, 5, 0])"
0,5,177.0,0.125,0.375,[3 1 8 5 3 3 8 9],"tensor([8, 8, 6, 6, 1, 8, 5, 9])"
0,5,178.0,0.25,0.375,[2 5 7 7 2 0 3 6],"tensor([5, 3, 7, 9, 4, 0, 2, 8])"
0,5,179.0,0.25,0.75,[6 6 4 4 2 9 3 3],"tensor([5, 6, 9, 8, 8, 3, 8, 3])"
0,5,180.0,0.625,0.75,[7 7 8 5 0 4 7 9],"tensor([7, 7, 3, 6, 9, 4, 7, 9])"
0,5,181.0,0.375,0.75,[2 5 7 2 0 8 3 8],"tensor([4, 5, 8, 8, 2, 2, 3, 8])"
0,5,182.0,0.375,0.875,[4 9 9 7 1 9 2 9],"tensor([8, 9, 9, 3, 8, 6, 0, 9])"
0,5,183.0,0.125,0.375,[5 1 5 0 2 8 6 1],"tensor([8, 8, 9, 9, 0, 5, 5, 1])"
0,5,184.0,0.125,0.625,[8 0 8 2 6 1 0 6],"tensor([1, 2, 0, 1, 6, 8, 7, 3])"
0,5,185.0,0.125,0.375,[4 3 4 7 3 4 3 0],"tensor([8, 5, 9, 7, 6, 6, 2, 4])"
0,5,186.0,0.375,0.75,[3 8 3 7 2 8 6 3],"tensor([3, 1, 5, 7, 1, 1, 6, 2])"
0,5,187.0,0.375,0.625,[7 5 5 7 5 6 4 3],"tensor([7, 7, 0, 1, 5, 0, 4, 4])"
0,5,188.0,0.375,0.75,[0 3 1 6 4 0 3 4],"tensor([0, 7, 1, 0, 9, 4, 3, 8])"
0,5,189.0,0.375,0.75,[1 7 6 1 7 2 7 1],"tensor([1, 8, 8, 8, 7, 5, 0, 1])"
0,5,190.0,0.375,0.625,[3 8 5 7 1 4 9 8],"tensor([3, 3, 6, 8, 1, 8, 3, 8])"
0,5,191.0,0.5,0.625,[1 1 3 1 1 3 4 7],"tensor([1, 1, 3, 6, 1, 5, 9, 1])"
0,5,192.0,0.625,0.75,[6 7 2 2 0 7 7 8],"tensor([5, 7, 5, 5, 0, 7, 7, 8])"
0,5,193.0,0.25,0.5,[6 6 4 7 5 2 1 5],"tensor([8, 2, 9, 7, 6, 7, 0, 5])"
0,5,194.0,0.25,0.5,[8 7 4 1 4 0 4 8],"tensor([5, 1, 6, 1, 4, 9, 8, 5])"
0,5,195.0,0.25,0.375,[7 0 2 1 0 9 9 9],"tensor([7, 4, 5, 1, 2, 0, 1, 8])"
0,5,196.0,0.375,0.625,[1 6 7 7 9 7 9 4],"tensor([6, 6, 0, 7, 5, 7, 6, 9])"
0,5,197.0,0.375,0.5,[8 0 1 6 7 5 2 6],"tensor([3, 4, 1, 1, 7, 5, 9, 1])"
0,5,198.0,0.375,0.75,[6 3 5 5 5 3 9 5],"tensor([6, 5, 6, 7, 1, 3, 7, 5])"
0,5,199.0,0.25,0.625,[9 2 5 3 9 1 2 1],"tensor([8, 8, 5, 6, 9, 8, 4, 8])"
0,5,200.0,0.375,0.625,[5 4 0 7 1 6 4 1],"tensor([5, 0, 9, 2, 1, 6, 9, 8])"
0,5,201.0,0.5,0.625,[5 8 7 6 4 5 5 1],"tensor([0, 2, 7, 5, 4, 5, 5, 8])"
0,5,202.0,0.375,0.625,[9 1 5 9 2 2 1 6],"tensor([3, 8, 6, 9, 2, 7, 1, 2])"
0,5,203.0,0.5,0.75,[0 8 7 2 6 7 1 9],"tensor([4, 3, 7, 9, 2, 7, 1, 9])"
0,5,204.0,0.25,0.625,[5 3 2 1 3 1 3 6],"tensor([6, 8, 1, 8, 3, 8, 3, 4])"
0,5,205.0,0.25,0.5,[4 2 6 4 8 4 0 0],"tensor([8, 2, 8, 9, 2, 9, 0, 9])"
0,5,206.0,0.125,0.5,[6 3 7 9 2 6 2 5],"tensor([0, 5, 7, 7, 5, 8, 8, 4])"
0,5,207.0,0.125,0.625,[4 5 2 4 0 6 3 9],"tensor([9, 5, 5, 0, 2, 5, 5, 7])"
0,5,208.0,0.25,0.5,[0 8 2 8 9 0 5 9],"tensor([9, 3, 2, 2, 8, 4, 7, 9])"
0,5,209.0,0.125,0.375,[6 1 5 1 8 3 5 0],"tensor([8, 1, 2, 8, 2, 0, 6, 2])"
0,5,210.0,0.25,0.25,[4 5 4 2 5 3 0 5],"tensor([8, 3, 9, 4, 5, 1, 9, 5])"
0,5,211.0,0.375,0.5,[3 5 6 7 5 5 7 1],"tensor([8, 0, 2, 7, 5, 5, 8, 0])"
0,5,212.0,0.25,0.5,[0 9 3 0 1 8 7 8],"tensor([6, 8, 4, 4, 1, 2, 7, 1])"
0,5,213.0,0.125,0.25,[8 7 5 8 8 8 2 5],"tensor([1, 7, 1, 1, 5, 2, 7, 6])"
0,5,214.0,0.25,0.5,[7 4 6 0 2 2 8 2],"tensor([7, 9, 6, 4, 0, 5, 2, 5])"
0,5,215.0,0.125,0.625,[9 4 6 9 7 2 3 1],"tensor([3, 1, 0, 1, 1, 1, 0, 1])"
0,5,216.0,0.375,0.625,[7 1 9 5 1 4 5 3],"tensor([7, 1, 6, 5, 8, 1, 6, 5])"
0,5,217.0,0.25,0.5,[9 8 5 9 7 7 3 7],"tensor([6, 5, 3, 0, 7, 6, 3, 8])"
0,5,218.0,0.375,0.75,[1 9 7 0 9 7 5 9],"tensor([8, 1, 7, 9, 3, 7, 5, 6])"
0,5,219.0,0.375,0.75,[2 1 0 6 8 9 2 5],"tensor([7, 1, 4, 5, 6, 9, 5, 5])"
0,5,220.0,0.25,0.875,[9 5 0 1 0 2 2 1],"tensor([9, 5, 4, 8, 4, 5, 9, 8])"
0,5,221.0,0.375,0.625,[2 0 0 0 2 8 6 9],"tensor([1, 5, 9, 2, 2, 3, 6, 9])"
0,5,222.0,0.375,0.5,[3 8 9 9 4 6 9 1],"tensor([7, 9, 8, 9, 6, 6, 6, 1])"
0,5,223.0,0.5,0.5,[4 5 1 0 2 3 6 7],"tensor([4, 6, 1, 0, 2, 6, 0, 3])"
0,5,224.0,0.25,0.375,[3 4 5 4 8 9 9 1],"tensor([6, 1, 3, 4, 2, 8, 3, 1])"
0,5,225.0,0.25,0.625,[3 2 8 5 9 9 9 4],"tensor([3, 3, 6, 3, 1, 3, 9, 8])"
0,5,226.0,0.25,0.5,[4 3 1 3 8 7 4 4],"tensor([7, 5, 0, 5, 0, 9, 4, 4])"
0,5,227.0,0.25,0.75,[1 8 0 5 8 1 5 7],"tensor([1, 2, 9, 6, 3, 8, 3, 7])"
0,5,228.0,0.625,0.625,[0 2 6 3 8 9 3 6],"tensor([0, 2, 8, 3, 5, 9, 3, 8])"
0,5,229.0,0.125,0.75,[9 2 4 6 0 1 2 3],"tensor([9, 5, 9, 5, 5, 8, 0, 7])"
0,5,230.0,0.375,0.5,[1 0 4 2 3 4 4 2],"tensor([1, 9, 8, 1, 1, 4, 9, 2])"
0,5,231.0,0.375,0.5,[3 5 5 6 0 6 3 5],"tensor([3, 9, 8, 6, 0, 2, 5, 3])"
0,5,232.0,0.5,0.625,[9 1 9 1 0 7 4 2],"tensor([7, 1, 9, 1, 9, 7, 9, 1])"
0,5,233.0,0.625,0.75,[0 5 3 7 9 5 7 0],"tensor([0, 7, 7, 7, 9, 0, 7, 0])"
0,5,234.0,0.5,0.625,[6 6 9 5 7 9 2 8],"tensor([6, 2, 9, 3, 7, 8, 2, 1])"
0,5,235.0,0.25,0.75,[3 0 5 2 6 5 0 5],"tensor([1, 4, 5, 3, 6, 9, 2, 8])"
0,5,236.0,0.5,0.625,[3 3 4 4 8 5 6 4],"tensor([3, 5, 4, 9, 2, 5, 2, 4])"
0,5,237.0,0.5,0.625,[9 6 9 6 0 1 4 5],"tensor([9, 2, 1, 0, 9, 1, 4, 5])"
0,5,238.0,0.375,0.625,[4 6 6 9 9 7 2 9],"tensor([9, 7, 6, 7, 1, 7, 7, 9])"
0,5,239.0,0.5,0.75,[2 6 3 5 9 4 5 4],"tensor([8, 2, 3, 3, 9, 4, 5, 9])"
0,5,240.0,0.625,0.625,[0 5 7 3 7 4 9 8],"tensor([1, 5, 7, 3, 7, 9, 9, 2])"
0,5,241.0,0.125,0.375,[1 5 0 6 6 6 3 0],"tensor([1, 0, 9, 9, 4, 2, 5, 9])"
0,5,242.0,0.5,0.5,[0 7 1 0 5 4 8 1],"tensor([5, 7, 1, 7, 2, 9, 8, 1])"
0,5,243.0,0.375,0.5,[2 5 1 5 4 0 6 5],"tensor([8, 2, 1, 9, 8, 0, 7, 5])"
0,5,244.0,0.5,0.625,[7 1 7 8 5 8 4 4],"tensor([1, 1, 7, 2, 5, 8, 9, 8])"
0,5,245.0,0.375,0.75,[9 6 8 5 7 6 1 4],"tensor([9, 2, 2, 5, 7, 2, 8, 7])"
0,5,246.0,0.125,0.625,[2 4 7 7 0 9 6 2],"tensor([5, 8, 7, 1, 4, 8, 8, 8])"
0,5,247.0,0.375,0.625,[7 5 1 5 9 2 4 4],"tensor([7, 2, 8, 5, 8, 2, 9, 9])"
0,5,248.0,0.375,0.5,[7 9 9 1 0 5 0 9],"tensor([8, 9, 8, 1, 9, 5, 5, 8])"
0,5,249.0,0.375,0.5,[0 2 6 2 6 5 6 9],"tensor([5, 2, 6, 5, 5, 5, 2, 6])"
0,5,250.0,0.375,0.75,[3 7 5 7 3 8 5 6],"tensor([6, 7, 9, 7, 6, 2, 5, 2])"
0,5,251.0,0.5,0.75,[6 1 9 1 5 2 3 1],"tensor([0, 1, 9, 8, 1, 6, 3, 1])"
0,5,252.0,0.375,0.5,[6 7 6 7 9 9 3 7],"tensor([0, 7, 8, 7, 6, 1, 2, 7])"
0,5,253.0,0.125,0.375,[6 4 5 9 9 0 2 7],"tensor([4, 4, 7, 8, 6, 2, 0, 8])"
0,5,254.0,0.5,0.625,[0 7 0 1 3 7 4 6],"tensor([6, 7, 2, 0, 3, 7, 4, 2])"
0,5,255.0,0.25,0.625,[9 9 8 6 4 2 5 6],"tensor([9, 1, 0, 8, 4, 7, 9, 8])"
0,5,256.0,0.875,1.0,[0 1 1 1 0 0 0 1],"tensor([0, 1, 1, 1, 0, 0, 4, 1])"
0,5,257.0,0.375,0.75,[2 9 2 9 8 0 6 4],"tensor([8, 9, 2, 6, 1, 9, 6, 9])"
0,5,258.0,0.125,0.5,[7 1 9 4 0 9 7 4],"tensor([8, 8, 9, 8, 4, 7, 8, 8])"
0,5,259.0,0.625,0.625,[7 3 0 1 0 6 7 2],"tensor([7, 5, 4, 1, 0, 0, 7, 2])"
0,5,260.0,0.25,0.5,[4 9 8 1 0 3 6 2],"tensor([9, 1, 6, 1, 2, 2, 5, 2])"
0,5,261.0,0.25,0.625,[3 1 7 8 4 1 8 9],"tensor([0, 1, 7, 6, 9, 8, 0, 8])"
0,5,262.0,0.5,0.5,[1 7 0 6 9 2 2 6],"tensor([1, 7, 0, 5, 1, 1, 2, 2])"
0,5,263.0,0.375,0.625,[4 9 4 3 9 1 6 3],"tensor([4, 3, 7, 2, 9, 1, 0, 5])"
0,5,264.0,0.25,0.625,[6 1 1 0 1 2 6 8],"tensor([0, 0, 1, 1, 0, 5, 6, 2])"
0,5,265.0,0.375,0.875,[5 7 7 4 0 2 0 4],"tensor([3, 7, 3, 4, 5, 7, 0, 9])"
0,5,266.0,0.625,0.625,[9 2 7 0 3 4 1 4],"tensor([8, 2, 7, 0, 7, 8, 1, 4])"
0,5,267.0,0.5,0.75,[4 6 6 8 0 7 9 6],"tensor([4, 0, 8, 1, 2, 7, 9, 6])"
0,5,268.0,0.5,0.5,[7 4 6 3 5 4 0 1],"tensor([7, 4, 6, 5, 8, 6, 4, 1])"
0,5,269.0,0.625,0.875,[4 9 0 7 4 7 8 7],"tensor([4, 1, 0, 7, 8, 7, 3, 7])"
0,5,270.0,0.625,0.625,[7 3 8 5 2 1 8 7],"tensor([7, 4, 2, 5, 2, 1, 3, 7])"
0,5,271.0,0.5,0.625,[7 7 7 8 5 2 9 8],"tensor([7, 8, 7, 5, 5, 2, 6, 3])"
0,5,272.0,0.5,0.75,[9 6 1 2 3 6 6 9],"tensor([9, 0, 8, 2, 4, 6, 6, 6])"
0,5,273.0,0.5,0.75,[9 3 1 4 7 1 4 1],"tensor([7, 5, 1, 4, 8, 1, 4, 8])"
0,5,274.0,0.125,0.75,[6 2 2 0 3 1 8 1],"tensor([4, 6, 2, 5, 2, 8, 1, 0])"
0,5,275.0,0.125,0.5,[9 4 8 6 8 6 7 3],"tensor([1, 8, 1, 0, 5, 0, 1, 3])"
0,5,276.0,0.125,0.25,[4 5 8 7 9 3 5 0],"tensor([0, 7, 2, 7, 8, 8, 6, 2])"
0,5,277.0,0.25,0.375,[3 4 8 1 3 5 4 8],"tensor([5, 4, 2, 1, 2, 2, 8, 7])"
0,5,278.0,0.5,0.5,[9 6 8 4 1 2 1 0],"tensor([9, 0, 2, 9, 1, 1, 1, 0])"
0,5,279.0,0.375,0.625,[1 9 0 0 8 8 1 7],"tensor([1, 1, 9, 2, 1, 1, 1, 7])"
0,5,280.0,0.25,0.5,[6 8 5 7 6 7 2 6],"tensor([0, 8, 3, 0, 0, 7, 6, 0])"
0,5,281.0,0.25,0.5,[5 1 7 5 0 7 3 4],"tensor([1, 8, 8, 5, 2, 7, 2, 9])"
0,5,282.0,0.375,0.75,[4 3 0 5 5 1 7 2],"tensor([4, 8, 2, 2, 5, 8, 7, 8])"
0,5,283.0,0.625,0.625,[1 6 5 5 0 7 3 5],"tensor([1, 6, 2, 5, 0, 8, 5, 5])"
0,5,284.0,0.5,0.75,[9 3 1 8 3 4 8 2],"tensor([8, 5, 1, 8, 3, 9, 5, 2])"
0,5,285.0,0.25,0.75,[4 7 9 3 8 9 4 0],"tensor([4, 8, 1, 3, 2, 1, 9, 9])"
0,5,286.0,0.25,0.625,[3 2 1 7 3 6 4 4],"tensor([2, 7, 8, 7, 1, 6, 6, 8])"
0,5,287.0,0.625,1.0,[7 7 8 5 1 6 2 1],"tensor([7, 7, 2, 5, 8, 6, 2, 8])"
0,5,288.0,0.25,0.875,[5 8 5 1 7 7 6 1],"tensor([8, 2, 6, 0, 7, 7, 0, 8])"
0,5,289.0,0.25,0.5,[6 8 0 8 0 8 1 7],"tensor([2, 1, 2, 2, 2, 3, 1, 7])"
0,5,290.0,0.625,0.875,[8 9 8 8 4 4 9 4],"tensor([5, 9, 8, 5, 4, 0, 9, 4])"
0,5,291.0,0.375,0.875,[6 9 1 9 2 4 0 0],"tensor([6, 3, 1, 6, 0, 4, 9, 9])"
0,5,292.0,0.125,0.75,[5 2 5 3 3 2 6 3],"tensor([2, 6, 6, 5, 2, 2, 0, 7])"
0,5,293.0,0.125,0.375,[9 7 6 7 0 3 7 1],"tensor([1, 8, 0, 7, 2, 6, 3, 8])"
0,5,294.0,0.375,0.75,[4 3 4 5 4 1 3 3],"tensor([9, 3, 9, 3, 1, 1, 2, 3])"
0,5,295.0,0.125,0.125,[5 2 1 8 3 1 4 4],"tensor([6, 0, 5, 3, 5, 1, 6, 7])"
0,5,296.0,0.375,0.625,[1 1 7 6 0 7 6 3],"tensor([1, 1, 1, 0, 5, 7, 0, 9])"
0,5,297.0,0.375,0.5,[5 2 0 5 8 6 9 2],"tensor([5, 9, 0, 5, 6, 0, 1, 1])"
0,5,298.0,0.375,0.75,[2 8 6 0 9 5 1 1],"tensor([1, 8, 0, 9, 3, 0, 1, 1])"
0,5,299.0,0.375,0.5,[6 2 9 1 4 5 0 8],"tensor([0, 0, 9, 1, 9, 0, 0, 0])"
0,5,300.0,0.0,0.75,[5 1 8 4 2 5 1 2],"tensor([0, 8, 1, 6, 1, 7, 8, 1])"
0,5,301.0,0.375,0.625,[9 5 5 0 3 6 3 1],"tensor([7, 2, 2, 0, 5, 6, 2, 1])"
0,5,302.0,0.375,0.5,[0 7 3 8 7 5 9 7],"tensor([2, 7, 3, 2, 8, 0, 3, 7])"
0,5,303.0,0.125,0.5,[3 6 2 4 2 7 3 6],"tensor([7, 6, 5, 8, 6, 8, 2, 9])"
0,5,304.0,0.125,0.375,[0 8 0 7 0 6 7 6],"tensor([5, 6, 9, 7, 8, 0, 8, 0])"
0,5,305.0,0.375,0.5,[5 1 3 6 1 7 3 8],"tensor([7, 1, 2, 0, 6, 7, 5, 8])"
0,5,306.0,0.25,0.5,[5 9 8 3 3 8 1 8],"tensor([2, 9, 2, 5, 5, 2, 1, 5])"
0,5,307.0,0.625,0.625,[1 6 4 3 4 2 2 8],"tensor([1, 6, 4, 0, 8, 2, 8, 8])"
